# freq,S11
 (2.323174394021760847e-01+3.068583056557238065e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (1.653224342691572701e-02+4.607288479360308608e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (1.693179299749101308e-01+5.716186055509318020e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (8.224826748628832895e-01+5.636180578855217727e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (7.375525671456395482e-02+2.959630714640022475e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (6.132441812121993685e-01+3.417886643000754843e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (9.234967676203112985e-01+1.034925867952052325e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (6.242995456383746422e-01+5.014289366395815462e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (7.236285169122076422e-01+6.907440726610998283e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (3.985790091664488388e-01+8.762311482150115793e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (4.895060394471879572e-01+2.344848465361711876e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (6.272083914197069676e-01+7.576325588995125315e-01j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (6.389987696391108418e-02+1.578481739514443483e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (9.357534226866610627e-01+2.753733764401802286e-01j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (8.181447421134635523e-02+7.905888525100854825e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (4.660001468461907326e-01+5.454112099926164969e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (9.539245785187009385e-01+1.108613485368026286e-02j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (9.713762555700844459e-01+7.137403577640839547e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (8.743185520976528569e-01+9.743871478032468669e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (2.659538899280859958e-01+3.529105557906331292e-02j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (7.872600089380488164e-01+7.777756413165365368e-01j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (5.059480860943498248e-01+5.945652085254189423e-01j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (4.722921514313020985e-01+3.840824441893451180e-01j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (2.108035269124333144e-01+7.831775499120015027e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (1.003881103676568243e-01+3.464171131978455165e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (1.860537268450790371e-01+6.349032153248682642e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (9.399077451866223454e-01+3.987729196984473035e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (3.031733829649807532e-01+5.250363421219488291e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (9.726599485497328113e-01+1.719689053370097032e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (7.529508862582949824e-01+1.892927175943890372e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
