# freq,S11
 (6.174632062423816015e-01+9.411624887296117237e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (2.605061174674231372e-01+3.329924645263986349e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (2.665723380161123535e-01+3.580981977269531713e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (8.122383704057589693e-01+7.250964960418803118e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (6.100538714476922975e-01+2.836942251658831626e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (4.899830798153015365e-02+1.190018004351778291e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (5.540320082564054172e-01+9.704320901257510457e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (6.092122768335035410e-01+2.198034648504071376e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (3.700617964716259589e-01+6.054986899234492403e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (1.275629663698294447e-01+3.846595522518129195e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (8.371464316421698415e-01+3.637884945569846984e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (8.273127713734694799e-01+4.114400272787912538e-01j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (8.377910256377438802e-01+5.581061108369732571e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (7.392840260115872697e-01+9.812801835485269741e-01j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (4.944250076674705507e-02+6.425787571887829897e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (2.069169927203262649e-02+9.291556288948956688e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (4.766141639479977155e-01+3.024997634781523281e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (7.953075948478940393e-01+2.614925492729561762e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
